SDG Sold To Party;Ship To;SDG Sold To Party Name;Ship To Party;Country Code;SDG S/O Number;Material;Purchase order item;Order Qty;RequestDeliveryDate;OTX Date Created;Order Type;Surface;Delivered Qty;Thickness;Created By;In Production Qty;Final Qty;Status Description;Reason;Ncode
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637414;542PTE014NH0012;150;9000;24.08.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N8818M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637414;542PTE014NH0012;170;9000;31.08.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N8818M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637414;542PTE014NH0012;190;9000;07.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N8818M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637414;542PTE014NH0012;210;9000;14.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N8818M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637414;542PTE014NH0012;230;9000;21.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N8818M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637414;542PTE014NH0012;250;9000;28.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N8818M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;10;2000;17.08.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;2042;;;N11633M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;30;2000;24.08.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;885;;;N11633M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;50;2000;31.08.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N11633M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;70;2000;07.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N11633M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;90;2000;14.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N11633M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;110;2000;21.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N11633M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000637425;542PTE014NH0012;130;2000;28.09.2026;19.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N11633M
0001005037;A2054787;TE Connectivity Germany GmbH;Johann Mader GmbH;DE;1000640887;542PTE014NH0004;10;500;24.08.2026;10.06.2026;MTO;2H;0;0.14;C.SCHNELL;0;0;;;N17247
0001005037;A2057062;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH Speyer;DE;1000640888;542PTE010NH0023;10;1000;02.11.2026;10.06.2026;MTO;2H;0;0.1;C.SCHNELL;0;0;;;N5627M
0001005037;0001036119;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH;DE;1000640890;542PTE014NH0009;10;1000;03.08.2026;10.06.2026;MTO;2H;0;0.14;C.SCHNELL;0;0;;;N17093M
0001005037;A2057062;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH Speyer;DE;1000641043;542PTE010NH0023;10;1000;21.09.2026;11.06.2026;MTO;2H;0;0.1;C.SCHNELL;0;0;;;N5627M
0001005037;A2057062;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH Speyer;DE;1000641044;542PTE020NH0205;10;2000;19.10.2026;11.06.2026;MTO;2H;0;0.2;C.SCHNELL;0;0;;;N16922M
0001005037;A2057062;TE Connectivity Germany GmbH;TE Connectivity Germany GmbH Speyer;DE;1000641069;542PTE020NH0205;10;2000;03.08.2026;11.06.2026;MTO;2H;0;0.2;C.SCHNELL;0;0;;;N16922M
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611934;542PTE020NH0018;450;3000;06.07.2026;11.03.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;270;1500;06.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;290;1500;13.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;310;1500;20.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;330;1500;27.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;350;1500;03.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;370;1500;10.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;390;1500;17.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;410;1500;24.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;430;1500;31.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;450;1500;07.09.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;470;1500;14.09.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;490;1500;21.09.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000611948;542PTE020NH0182;510;1500;28.09.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15430M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000612385;542PTE020NH0174;250;3000;13.07.2026;18.03.2026;CON;2H;-4111;0.2;C.SCHNELL;0;4111;;;N4465M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000612385;542PTE020NH0174;270;2000;27.07.2026;18.03.2026;CON;2H;-3316;0.2;C.SCHNELL;100;3316;;;N4465M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000612385;542PTE020NH0174;290;2000;03.08.2026;18.03.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N4465M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000612385;542PTE020NH0174;310;2000;31.08.2026;18.03.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N4465M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000612385;542PTE020NH0174;330;2000;14.09.2026;18.03.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N4465M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000619024;542PTE020NH0188;190;2000;13.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15755M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000619024;542PTE020NH0188;210;2000;27.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15755M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000619024;542PTE020NH0188;230;2000;10.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15755M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000619024;542PTE020NH0188;250;2000;24.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15755M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000619024;542PTE020NH0188;270;2000;07.09.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15755M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000619024;542PTE020NH0188;290;2000;21.09.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15755M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000625476;542PTE020NH0187;150;1500;13.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15757M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000625476;542PTE020NH0187;170;1500;27.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15757M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000625476;542PTE020NH0187;190;1500;10.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15757M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000625476;542PTE020NH0187;210;1500;24.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15757M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000625476;542PTE020NH0187;230;1500;07.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15757M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000625476;542PTE020NH0187;250;1500;21.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15757M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;10;7000;06.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;30;7000;13.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;18000;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;50;7000;20.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;70;7000;27.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;90;7000;03.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;110;7000;10.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;130;7000;17.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;150;7000;24.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;170;7000;31.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;190;7000;07.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;210;7000;14.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;230;7000;21.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636577;542PTE014NH0009;250;7000;28.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N15183M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;10;12000;06.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;18000;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;30;11000;13.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;17000;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;50;11000;20.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;19000;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;70;11000;27.07.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;19200;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;90;11000;03.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;19000;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;110;11000;10.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;130;11000;17.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;150;11000;24.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;170;11000;31.08.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;190;11000;07.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;210;11000;14.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;230;11000;21.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636601;542PTE014NH0011;250;11000;28.09.2026;14.05.2026;CON;2H;0;0.14;C.SCHNELL;0;0;;;N13883M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;10;2300;06.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;30;2300;13.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;50;2300;20.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;70;2300;27.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;90;2300;03.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;110;2300;10.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;130;2300;17.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;150;2300;24.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;170;2300;31.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;190;2300;07.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;210;2300;14.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;230;2300;21.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636625;542PTE020NH0018;250;2300;28.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N6607AM CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;10;1300;06.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;30;1300;13.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;50;1300;20.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;70;1300;27.07.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;90;1300;03.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;110;1300;10.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;130;1300;17.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;150;1300;24.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;170;1300;31.08.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;190;1300;07.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;210;1300;14.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;230;1300;21.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000636630;542PTE020NH0178;250;1300;28.09.2026;14.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N15895M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;10;2500;06.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;30;2500;13.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;50;2500;20.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;70;2500;27.07.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;90;2500;03.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;110;2500;10.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;130;2500;17.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;150;2500;24.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
0001026806;0001026806;TE CONNECTIVITY CZECH S.R.O.;TE CONNECTIVITY CZECH S.R.O.;CZ;1000637050;542PTE020NH0161;170;2500;31.08.2026;18.05.2026;CON;2H;0;0.2;C.SCHNELL;0;0;;;N5528M CZ
