SDG Sold To Party;Ship To;SDG Sold To Party Name;Ship To Party;Country Code;SDG S/O Number;Material;Purchase order item;Order Qty;RequestDeliveryDate;OTX Date Created;Order Type;Surface;Delivered Qty;Thickness;Created By;In Production Qty;Final Qty;Status Description;Reason;Ncode
A2008145;A2011465;Zoppas Industries Romania S.R.L;NDB LOGISTICA;RO;1000633433;542PTD040NR0003;30;10000;31.08.2026;26.06.2026;CON;2R;0;0.4;J.FOBASSO;0;0;;;N15278
A2008145;A2011465;Zoppas Industries Romania S.R.L;NDB LOGISTICA;RO;1000637657;542ATB040NA0005;10;5000;13.07.2026;22.05.2026;CON;2B;0;0.4;J.FOBASSO;0;5576;;;N2629
A2008145;A2011465;Zoppas Industries Romania S.R.L;NDB LOGISTICA;RO;1000637657;542ATB040NA0005;20;10000;17.08.2026;26.06.2026;CON;2B;0;0.4;J.FOBASSO;11100;0;;;N2629
A2008145;A2011465;Zoppas Industries Romania S.R.L;NDB LOGISTICA;RO;1000643353;542ATB050NA0011;10;3000;03.08.2026;26.06.2026;MTS;2B;0;0.5;J.FOBASSO;7800;1889;;;N2576
A2008145;A2011465;Zoppas Industries Romania S.R.L;NDB LOGISTICA;RO;1000643353;542ATB050NA0007;20;3000;03.08.2026;01.07.2026;MTS;2B;0;0.5;J.FOBASSO;0;0;;;N1731
A2052007;A2052127;WP-Woergartner Produktions-GmbH;WP-Woergartner Produktions-GmbH;AT;1000625220;542PTE060NH0026;10;16000;06.07.2026;06.03.2026;MTO;2H;0;0.6;ADRIAN.RAFI;20000;0;;;N16057
A2052007;A2052127;WP-Woergartner Produktions-GmbH;WP-Woergartner Produktions-GmbH;AT;1000625220;542PTE060NH0026;30;16000;17.08.2026;06.03.2026;MTO;2H;0;0.6;ADRIAN.RAFI;0;0;;;N16057
A2052007;A2052127;WP-Woergartner Produktions-GmbH;WP-Woergartner Produktions-GmbH;AT;1000634389;542PTE060NH0026;10;16000;07.09.2026;29.04.2026;MTO;2H;0;0.6;ADRIAN.RAFI;0;0;;;N16057
A2052007;A2052127;WP-Woergartner Produktions-GmbH;WP-Woergartner Produktions-GmbH;AT;1000634389;542PTE060NH0026;30;16000;21.09.2026;29.04.2026;MTO;2H;0;0.6;ADRIAN.RAFI;0;0;;;N16057
A2052007;A2052127;WP-Woergartner Produktions-GmbH;WP-Woergartner Produktions-GmbH;AT;1000634389;542PTE060NH0026;50;16000;26.10.2026;29.04.2026;MTO;2H;0;0.6;ADRIAN.RAFI;0;0;;;N16057
A2052007;A2052127;WP-Woergartner Produktions-GmbH;WP-Woergartner Produktions-GmbH;AT;1000634389;542PTE060NH0026;70;16000;09.11.2026;29.04.2026;MTO;2H;0;0.6;ADRIAN.RAFI;0;0;;;N16057
0001032294;0001032294;Witzenmann-Speck GmbH;Witzenmann-Speck GmbH;DE;1000631310;542PTY025NR0107;10;2000;14.09.2026;10.04.2026;MTO;2R;0;0.27;LUCIE.SAADE;2400;0;;;N16023
0001032294;0001032294;Witzenmann-Speck GmbH;Witzenmann-Speck GmbH;DE;1000638620;542PTZ030NR0032;10;5000;31.08.2026;28.05.2026;MTO;2R;0;0.3;LUCIE.SAADE;3300;2044;;;N15611
0001032294;0001032294;Witzenmann-Speck GmbH;Witzenmann-Speck GmbH;DE;1000644242;542PTZ025NR0054;10;4000;07.09.2026;30.06.2026;MTO;2R;0;0.25;LUCIE.SAADE;0;0;;;N16590
0001032296;A2059754;WITZENMANN USA, LLC;Midwest Warehousing;US;1000612170;542PTB020NR0011;80;7000;13.07.2026;03.04.2026;B05;2R;0;0.2;J.BARBAUD;0;7246;;;N5074B US
0001032296;A2059754;WITZENMANN USA, LLC;Midwest Warehousing;US;1000612170;542PTB020NR0011;90;7000;24.08.2026;24.06.2026;B05;2R;0;0.2;J.BARBAUD;0;0;;;N5074B US
0001032296;A2059754;WITZENMANN USA, LLC;Midwest Warehousing;US;1000612170;542PTB020NR0011;100;7000;07.09.2026;24.06.2026;B05;2R;0;0.2;J.BARBAUD;0;0;;;N5074B US
A2005118;A2005118;Witzenmann Slovakia, spol. s.r.o.;Witzenmann Slovakia, spol. s.r.o.;SK;1000614746;542PTH050NR0030;80;2700;20.07.2026;21.05.2026;MTO;2R;-752;0.5;LUCIE.SAADE;1000;1692;;;N12790 SK
A2005118;A2005118;Witzenmann Slovakia, spol. s.r.o.;Witzenmann Slovakia, spol. s.r.o.;SK;1000614746;542PTH050NR0030;90;2700;10.08.2026;17.06.2026;MTO;2R;0;0.5;LUCIE.SAADE;0;0;;;N12790 SK
A2005118;A2005118;Witzenmann Slovakia, spol. s.r.o.;Witzenmann Slovakia, spol. s.r.o.;SK;1000614776;542PTH050NR0029;60;4000;20.07.2026;21.05.2026;MTO;2R;0;0.5;LUCIE.SAADE;900;0;;;N12630 SK
A2005118;A2005118;Witzenmann Slovakia, spol. s.r.o.;Witzenmann Slovakia, spol. s.r.o.;SK;1000614776;542PTH050NR0029;70;8000;24.08.2026;25.06.2026;MTO;2R;0;0.5;LUCIE.SAADE;0;0;;;N12630 SK
A2005118;A2005118;Witzenmann Slovakia, spol. s.r.o.;Witzenmann Slovakia, spol. s.r.o.;SK;1000614796;542PTH025NR0098;60;4000;27.07.2026;08.06.2026;MTO;2R;0;0.25;LUCIE.SAADE;0;0;;;N15546 SK
A2068080;A2052698;Witzenmann Produktions-GmbH;Striebich GmbH;DE;1000642218;542ATN030NA0039;10;2000;31.08.2026;22.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N13834
A2068080;A2052698;Witzenmann Produktions-GmbH;Striebich GmbH;DE;1000642219;542ATN030NA0039;10;2000;10.08.2026;22.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N13834
A2068080;A2052698;Witzenmann Produktions-GmbH;Striebich GmbH;DE;1000642220;542ATN030NA0040;10;2000;10.08.2026;22.06.2026;CON;2B;0;0.3;LUCIE.SAADE;1690;0;;;N13833
A2068080;A2052698;Witzenmann Produktions-GmbH;Striebich GmbH;DE;1000642222;542ATN030NA0040;10;2000;10.08.2026;22.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N13833
A2068080;A2052698;Witzenmann Produktions-GmbH;Striebich GmbH;DE;1000642223;542ATN030NA0040;10;2000;31.08.2026;22.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N13833
A2068080;A2068080;Witzenmann Produktions-GmbH;Witzenmann Produktions-GmbH;DE;1000643816;542ATB030NA0010;10;4000;20.07.2026;29.06.2026;CON;2B;0;0.3;LUCIE.SAADE;8100;0;;;N12469
A2068080;A2068080;Witzenmann Produktions-GmbH;Witzenmann Produktions-GmbH;DE;1000643816;542ATB030NA0010;20;4000;10.08.2026;29.06.2026;CON;2B;0;0.3;LUCIE.SAADE;5900;0;;;N12469
A2068080;A2068080;Witzenmann Produktions-GmbH;Witzenmann Produktions-GmbH;DE;1000643816;542ATB030NA0010;30;12000;17.08.2026;29.06.2026;CON;2B;0;0.3;LUCIE.SAADE;5900;0;;;N12469
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000616283;542PTZ015NR0022;90;7000;06.07.2026;21.05.2026;MTO;2R;0;0.15;J.BARBAUD;3059;2641;;;N16217 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000616300;542PTZ020NR0011;130;10000;06.07.2026;21.05.2026;MTO;2R;0;0.2;J.BARBAUD;14500;1185;;;N16216 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000616300;542PTZ020NR0011;150;10000;10.08.2026;12.06.2026;MTO;2R;0;0.2;J.BARBAUD;8000;0;;;N16216 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000616301;542PTB020NR0011;80;30000;20.07.2026;21.05.2026;MTO;2R;0;0.2;J.BARBAUD;18500;6338;;;N14788 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000616301;542PTB020NR0011;90;26000;17.08.2026;12.06.2026;MTO;2R;0;0.2;J.BARBAUD;9000;0;;;N14788 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617848;542PTH020NR0170;50;5000;10.08.2026;12.06.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N14954 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617851;542PTN020NR0020;40;4000;17.08.2026;12.06.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N11914 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617852;542PTN020NR0129;60;20000;17.08.2026;12.06.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N17364 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617854;542PTN020NR0003;30;6000;13.07.2026;21.05.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N13873 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617855;542PTN020NR0108;30;3600;20.07.2026;21.05.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N14955 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617856;542PTB015NR0009;40;2000;20.07.2026;21.05.2026;MTO;2R;0;0.15;J.BARBAUD;2500;0;;;N16711 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000617856;542PTB015NR0009;50;4000;10.08.2026;12.06.2026;MTO;2R;0;0.15;J.BARBAUD;19000;0;;;N16711 MX
A2016065;A2016066;WITZENMANN METAL PRODUCTS MEXICO;Witzenmann Metal Products Mexico S.;MX;1000624959;542PTH020NR0205;40;7000;27.07.2026;02.06.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N17594 MX
A2051080;A2051080;Witzenmann Italia S.r.l.;Witzenmann Italia S.r.l.;IT;1000643549;542PTL025NR0063;10;5000;31.08.2026;26.06.2026;MTO;2R;0;0.25;LUCIE.SAADE;0;0;;;N15035
A2051080;A2051080;Witzenmann Italia S.r.l.;Witzenmann Italia S.r.l.;IT;1000643550;542ATL030NA0078;10;6000;31.08.2026;26.06.2026;MTO;2B;0;0.3;LUCIE.SAADE;0;0;;;N15036
A2051080;A2051080;Witzenmann Italia S.r.l.;Witzenmann Italia S.r.l.;IT;1000643704;542ATL030NA0086;10;8000;31.08.2026;26.06.2026;MTO;2B;0;0.3;LUCIE.SAADE;1390;0;;;N15037
A2051080;A2051080;Witzenmann Italia S.r.l.;Witzenmann Italia S.r.l.;IT;1000643704;542ATL030NA0086;20;6000;21.09.2026;26.06.2026;MTO;2B;0;0.3;LUCIE.SAADE;0;0;;;N15037
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000612904;542ATN030NA0023;30;4000;06.07.2026;31.03.2026;CON;2B;0;0.3;LUCIE.SAADE;4730;0;;;N12563
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000612905;542ATN030NA0013;50;4000;10.08.2026;26.06.2026;CON;2B;0;0.3;LUCIE.SAADE;4100;0;;;N13793
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000612998;542PTN020NR0093;30;2000;03.08.2026;10.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N13786
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613280;542ATL040NA0145;60;2000;10.08.2026;26.06.2026;CON;2B;0;0.4;LUCIE.SAADE;0;0;;;N12986
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613281;542ATL040NA0144;50;2000;20.07.2026;10.06.2026;CON;2B;0;0.4;LUCIE.SAADE;0;2924;;;N12988
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613287;542ATL030NA0080;50;4000;20.07.2026;10.06.2026;CON;2B;0;0.3;LUCIE.SAADE;3265;2002;;;N12984
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613289;542ATL030NA0079;40;2000;20.07.2026;10.06.2026;CON;2B;0;0.3;LUCIE.SAADE;592;1208;;;N12983
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613291;542PTL025NR0084;40;6000;10.08.2026;14.06.2026;CON;2R;0;0.25;LUCIE.SAADE;13500;0;;;N12978
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613292;542PTL025NR0015;40;4000;10.08.2026;14.06.2026;CON;2R;0;0.25;LUCIE.SAADE;4000;0;;;N12974
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613753;542ATH030NA0001;80;8000;10.08.2026;26.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N0925
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613753;542ATH030NA0001;90;8000;14.09.2026;26.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N0925
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613755;542ATH0303A0001;70;12000;27.07.2026;14.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N1080
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613762;542ATN030NA0003;40;2000;13.07.2026;14.06.2026;CON;2B;0;0.3;LUCIE.SAADE;5900;0;;;N1321
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613762;542ATN030NA0003;50;4000;10.08.2026;26.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N1321
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613762;542ATN030NA0003;60;2000;21.09.2026;26.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N1321
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613847;542ATN0303A0001;50;6000;27.07.2026;14.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N1088
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000613889;542ATH030NA0003;40;12000;27.07.2026;14.06.2026;CON;2B;0;0.3;LUCIE.SAADE;0;0;;;N1002
0001005042;A2052698;WITZENMANN GMBH;Striebich GmbH;DE;1000614148;542ATN030NA0027;30;3000;20.07.2026;10.06.2026;CON;2B;0;0.3;LUCIE.SAADE;2500;1092;;;N12941
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000614889;542PTL015NR0064;30;2000;03.08.2026;14.06.2026;CON;2R;0;0.15;LUCIE.SAADE;2400;0;;;N12975
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000614890;542PTH020NR0140;50;8000;10.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N12738
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000614891;542ATL030NA0108;50;4000;20.07.2026;14.06.2026;CON;2B;0;0.3;LUCIE.SAADE;950;3243;;;N16135
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000615517;542PTL018NR0050;50;5000;10.08.2026;14.06.2026;CON;2R;0;0.18;LUCIE.SAADE;440;4489;;;N12008
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000615520;542PTL020NR0108;40;2000;03.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;1900;0;;;N13014
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000615522;542PTL018NR0049;40;4000;10.08.2026;14.06.2026;CON;2R;0;0.18;LUCIE.SAADE;0;4481;;;N11611
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000615523;542PTL020NR0088;50;7000;03.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;7375;;;N11610
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000615524;542PTL015NR0051;30;2000;03.08.2026;14.06.2026;CON;2R;0;0.15;LUCIE.SAADE;2200;0;;;N11609
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000615525;542PTL015NR0065;30;2000;03.08.2026;14.06.2026;CON;2R;0;0.15;LUCIE.SAADE;2800;0;;;N13015
0001005042;A2052698;WITZENMANN GMBH;Striebich GmbH;DE;1000622126;542PTN025NR0059;30;4000;03.08.2026;10.06.2026;CON;2R;0;0.25;LUCIE.SAADE;0;0;;;N17537
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000636158;542PTN025NR0044;10;2000;27.07.2026;12.05.2026;MTO;2R;0;0.25;LUCIE.SAADE;0;0;;;N12667
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000637053;542ATN070NA0009;10;2000;20.07.2026;17.05.2026;MTO;2B;0;0.7;LUCIE.SAADE;0;2144;;;N14563
0001005042;0001005042;WITZENMANN GMBH;WITZENMANN GMBH;DE;1000643709;542PTN025NR0047;10;2000;24.08.2026;26.06.2026;MTO;2R;0;0.25;LUCIE.SAADE;0;0;;;N12815
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000605696;542PTN020NR0124;50;6000;13.07.2026;12.05.2026;CON;2R;0;0.2;LUCIE.SAADE;1200;2486;;;N16884 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000605697;542PTN020NR0123;50;3000;13.07.2026;12.05.2026;CON;2R;0;0.2;LUCIE.SAADE;0;2494;;;N16883 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000605697;542PTN020NR0123;60;6000;17.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N16883 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000610782;542PTB015NR0009;80;10000;17.08.2026;14.06.2026;CON;2R;0;0.15;LUCIE.SAADE;0;0;;;N7979 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000610783;542PTN015NR0010;30;5000;13.07.2026;12.05.2026;CON;2R;0;0.15;LUCIE.SAADE;9500;0;;;N10087 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000610784;542PTN015NR0004;50;6000;24.08.2026;24.06.2026;CON;2R;0;0.15;LUCIE.SAADE;0;0;;;N7981 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000610787;542PTH015NR0019;40;3000;17.08.2026;14.06.2026;CON;2R;0;0.15;LUCIE.SAADE;0;0;;;N7982 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000610787;542PTH015NR0019;50;3000;07.09.2026;24.06.2026;CON;2R;0;0.15;LUCIE.SAADE;0;0;;;N7982 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612647;542ATH040NA0076;50;5000;13.07.2026;17.05.2026;CON;2B;0;0.4;LUCIE.SAADE;0;4526;;;N15777 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612647;542ATH040NA0076;60;10000;31.08.2026;10.06.2026;CON;2B;0;0.4;LUCIE.SAADE;0;0;;;N15777 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612671;542PTN020NR0114;70;8000;17.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N15677 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612672;542PTN020NR0115;70;8000;17.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N15676 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612677;542PTN020NR0020;50;8000;17.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N16093 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612678;542PTB020NR0011;80;22000;20.07.2026;17.05.2026;CON;2R;0;0.2;LUCIE.SAADE;45500;0;;;N5074 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612681;542PTN020NR0032;90;12000;13.07.2026;17.04.2026;CON;2R;0;0.2;LUCIE.SAADE;19100;0;;;N9852 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612681;542PTN020NR0032;100;12000;17.08.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N9852 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612681;542PTN020NR0032;110;12000;14.09.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N9852 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612681;542PTN020NR0032;120;16000;12.10.2026;14.06.2026;CON;2R;0;0.2;LUCIE.SAADE;0;0;;;N9852 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612687;542ATH040NA0075;40;5000;13.07.2026;17.05.2026;CON;2B;0;0.4;LUCIE.SAADE;0;5157;;;N15778 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612687;542ATH040NA0075;50;5000;31.08.2026;10.06.2026;CON;2B;0;0.4;LUCIE.SAADE;0;0;;;N15778 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612688;542ATH040NA0077;50;5000;13.07.2026;17.05.2026;CON;2B;0;0.4;LUCIE.SAADE;0;5069;;;N15779 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612688;542ATH040NA0077;60;5000;31.08.2026;10.06.2026;CON;2B;0;0.4;LUCIE.SAADE;0;0;;;N15779 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612695;542PTH015NR0086;80;16000;20.07.2026;17.05.2026;CON;2R;0;0.15;LUCIE.SAADE;0;1088;;;N12610 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612883;542PTH015NR0085;70;16000;20.07.2026;17.05.2026;CON;2R;0;0.15;LUCIE.SAADE;6600;0;;;N12611 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612883;542PTH015NR0085;80;8000;31.08.2026;26.06.2026;CON;2R;0;0.15;LUCIE.SAADE;0;0;;;N12611 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000612883;542PTH015NR0085;90;16000;12.10.2026;26.06.2026;CON;2R;0;0.15;LUCIE.SAADE;0;0;;;N12611 ESP
0001028066;0001028066;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;ES;1000633309;542PTH020NR0185;10;4000;20.07.2026;22.04.2026;CON;2R;0;0.2;LUCIE.SAADE;0;1492;;;N15780 ESP
0001032528;0001032528;Witzenmann do Brasil Ltda;Witzenmann do Brasil Ltda;BR;1000613071;542PTB020NR0011;40;2000;13.07.2026;06.03.2026;MTO;2R;0;0.2;J.BARBAUD;0;2354;;;N5074A BZ
0001032528;0001032528;Witzenmann do Brasil Ltda;Witzenmann do Brasil Ltda;BR;1000613071;542PTB020NR0011;50;4000;21.09.2026;30.06.2026;MTO;2R;0;0.2;J.BARBAUD;0;0;;;N5074A BZ
A2007932;A2007932;Westgate Coil & Processing Ltd.;Westgate Coil & Processing Ltd.;GB;1000644227;542PTL025NH0005;10;1500;24.08.2026;01.07.2026;MTO;2H;0;0.25;M.HAMIDI;0;0;;;N17864
A2007932;A2007932;Westgate Coil & Processing Ltd.;Westgate Coil & Processing Ltd.;GB;1000644227;542PTL025NH0006;20;900;24.08.2026;01.07.2026;MTO;2H;0;0.25;M.HAMIDI;0;0;;;N17865
A2009997;A2009997;Westfalia Metal s.r.o.;Westfalia Metal s.r.o.;CZ;1000637186;542PTN020NR0094;10;2000;24.08.2026;19.05.2026;MTO;2R;0;0.2;SE.MILLER;1450;613;;;N13808
A2009997;A2009997;Westfalia Metal s.r.o.;Westfalia Metal s.r.o.;CZ;1000642643;542PTS025NR0016;10;2000;10.08.2026;22.06.2026;MTO;2R;0;0.24;SE.MILLER;2100;0;;;N9871
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000637223;542PTB020NR0026;10;10000;10.08.2026;25.05.2026;MTO;2R;0;0.2;SE.MILLER;19000;0;;;N15567
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000637224;542PTB020NR0026;10;7000;14.09.2026;25.05.2026;MTO;2R;0;0.2;SE.MILLER;0;0;;;N15567
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000637224;542PTB020NR0028;20;6000;24.08.2026;23.06.2026;MTO;2R;0;0.2;SE.MILLER;0;0;;;N10286
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000638399;542PTN020NR0128;10;3000;27.07.2026;28.05.2026;MTO;2R;0;0.2;SE.MILLER;0;0;;;N17261
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000641770;542PTN020NR0128;10;3000;17.08.2026;16.06.2026;MTO;2R;0;0.2;SE.MILLER;0;0;;;N17261
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000642910;542PTB020NR0026;10;7000;19.10.2026;23.06.2026;MTO;2R;0;0.2;SE.MILLER;0;0;;;N15567
A2006231;A2006231;WESTFALIA Metal Hoses GmbH;WESTFALIA Metal Hoses GmbH;DE;1000642910;542PTB020NR0028;20;3000;19.10.2026;23.06.2026;MTO;2R;0;0.2;SE.MILLER;0;0;;;N10286
A2064601;A2067735;Waelzholz Tempracciaio Srl;Waelzholz Tempracciaio S.r.l.;IT;1000636598;542PTE070NH0007;30;5000;06.07.2026;17.05.2026;MTO;2H;0;0.7;SE.MILLER;5300;0;;;N17775
A2064601;A2067735;Waelzholz Tempracciaio Srl;Waelzholz Tempracciaio S.r.l.;IT;1000637205;542PTE050NH0026;30;6000;06.07.2026;21.05.2026;MTO;2H;0;0.5;SE.MILLER;38500;0;;;N17777
A2064601;A2067735;Waelzholz Tempracciaio Srl;Waelzholz Tempracciaio S.r.l.;IT;1000640649;542PTE020NH0158;10;7000;17.08.2026;15.06.2026;MTO;2H;0;0.2;SE.MILLER;0;0;;;N14778
A2064601;A2067735;Waelzholz Tempracciaio Srl;Waelzholz Tempracciaio S.r.l.;IT;1000641051;542PTE040NH0005;30;5000;17.08.2026;15.06.2026;MTO;2H;0;0.4;SE.MILLER;0;0;;;N17828
A2064601;A2067735;Waelzholz Tempracciaio Srl;Waelzholz Tempracciaio S.r.l.;IT;1000641206;542PTE080NH0051;30;5000;31.08.2026;15.06.2026;MTO;2H;0;0.8;SE.MILLER;0;0;;;N17832
