;;;;;;;;;;;;;;;;;;;;;;;;;;;ZSCM015;ZSCM015;ZSCM015;ZSCM104;ZSCM104;ZSCM104;;0;Customer FCST;Customer FCST;Customer FCST;;;;;;;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;;;;;;;;;;
304 / 304L;1.4307;0.5;;-0.025;0.025;N16553;-0.3;0.3;388;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;X;EU;Dejan;Angela
;1.4307;0.5;;;;;;;;;;;0;;;;;0;20521;108832;114145;31265;4000;0;0;0;0;0;0;;;;;0;;;;;0;0;0;18;0;0;0;0;0;0;0;0;18;0;19.1;-1.1;;;;;;;
304 / 304L;1.4307;0.5;N17276;-0,000;0.05;N17276;-0.1;0.1;49.5;Slit;SKP/TL;Y;0;Evapco Europe BV;Y;;;48406;44544;109867;68092;98181;0;0;0;0;0;0;0;;;;#REF!;0;;;;;;72;;;;0;0;0;54;0;0;0;0;18;75.6;-21.6;X;;;;EU;Sophie;Erika
304 / 304L;1.4301;0.583;N7239A;-0.023;0.023;N7239A;-0.3;0.3;500;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;N7911A;3612;0;0;7420;0;0;7500;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;18;0;0;0;0;0;0;0;18.18;-0.18;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.583;;-0.023;0.023;N7911A;-0.3;0.3;375;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;N7239A;0;3811;3825;0;3223;3750;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.583;;-0.023;0.023;N9180A;-0.5;0.5;625;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;Y;;;3152;3152;6137;3124;0;7000;7500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
;1.4301;0.583;;;;;;;;;;;0;;;;;6764;6963;9962;10544;3223;10750;15000;0;0;0;0;0;;;;;0;;;;;18;0;0;0;0;0;18;0;0;0;0;0;0;0;18.18;-0.18;;;;;;;
304 / 304L;1.4301;0.6;N13490;-0.03;0.03;N13490;-0.3;0.3;502;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.6;;-0.03;0.03;N16392;-0.3;0.3;388;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.6;;-0.03;0.03;N7343;-0.5;0.5;660;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;N;;;2555;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.6;;-0.03;0.03;N8086;-0.3;0.3;383;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;N;;;1267;0;2490;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
;1.4301;0.6;;;;;;;;;;;0;;;;;3822;0;2490;0;0;0;0;0;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4307;0.6;N9654;-0.05;0.05;N9654;-0.4;0;82;Slit;TL;Y;SWEP INTERNATIONAL AB;Swep International AB;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4301;0.6;N16178 (50%);-0.05;0;N3816;0;1.5;1000;Slit;SKP/TL;N;0;PALMER-BLECHE GMBH & CO. KG;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;-;-;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Dejan;Livio
304 / 304L;1.4307;0.6;;-0.05;0;N16178;0;2;1250;Slit;SKP/TL;Y;0;HEXONIC Sp. z o.o.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;-;-;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie ;Judith
;1.4307;0.6;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4301;0.6;N2278                      (-0.03/ +0.02);-0.05;0.05;N0463A;-1.5;0;1000;Slit;SKP/TL;N;0;PG Germany GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Sophie ;Margarita
304 / 304L;1.4301;0.6;;-0.04;0.02;N13180;-0.08;0.08;49.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.6;;-0.04;0.04;N16636;0;0.7;324;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;0;0;0;2300;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
304 / 304L;1.4301;0.6;;-0.04;0.02;N16660;-0.08;0.08;39.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.6;;-0.04;0.02;N16661;-0.08;0.08;28.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.6;;-0.04;0.02;N16662;-0.08;0.08;49.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.6;;-0.03;0.03;N2278;0;0.5;500;Slit;SKP;N;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Michael;Manfred
304 / 304L;1.4301;0.6;;-0.04;0.04;N2956;0;0.7;282;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;9034;0;9200;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
;1.4301;0.6;;;;;;;;;;;0;;;;;0;0;0;0;9034;0;9200;2300;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4307;0.6;N16533 EUR1;-0.04;0.02;N10551;-0.08;0.08;59.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N12897;-0.08;0.08;49.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N13213;-0.08;0.08;28.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N14279;-0.08;0.08;61.2;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N14931;-0.08;0.08;49.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;10575;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N15451;-0.08;0.08;46.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N15943;-0.08;0.08;36.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.03;0.02;N16072 TBA;;;1270;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;20000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16154;0;0.15;55.9;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16155;0;0.15;18.2;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;1305;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.04;0.02;N16187;-0.08;0.08;24;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.03;0.02;N16310;0;0.15;30.8;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16311;0;0.15;62.2;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;3580;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16312;0;0.15;77.9;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;3362;19474;5738;8922;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16486;0;0.15;24.5;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16533;0;0.6;1000;Slit;SKP/TL;N;0;TAD INOX Service GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;-72;;;0;0;18;0;18;0;0;0;-108;56.33;-20.33;X;;;;;Dejan;Livio
304 / 304L;1.4307;0.6;;-0.03;0.02;N16548;0;0.15;29.2;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16549;0;0.2;97.3;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;4198;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.04;0.02;N16567;-0.08;0.08;28.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.04;0.02;N16888;-0.08;0.08;39.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.6;;-0.03;0.02;N16904;0;0.15;37;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;;;;X;EU;Sophie;Judith
304 / 304L;1.4307;0.6;;-0.03;0.02;N16973;0;0.15;46.5;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;7394;0;15046;10297;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;;;X;EU;Sophie;Judith
;1.4307;0.6;;;;;;;;;;;0;;;;;0;30414;19474;20784;19219;0;0;20000;0;0;0;0;;;;;0;;;;;72;36;-72;0;0;0;0;18;0;18;0;0;0;0;56.33;-20.33;;;;;;;
304 / 304L;1.4301;0.6;N0225;-0.044;0;N0225;-0.3;1;1080;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie ;Erika
304 / 304L;1.4301;0.6;;-0.044;0;N2258;-0.2;0.8;750;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;Y;;;4410;4865;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie ;Erika
304 / 304L;1.4301;0.6;;-0.044;0;N2648;-0.2;0.8;550;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;Y;;;10117;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie ;Erika
;1.4301;0.6;;;;;;;;;;;0;;;;;14527;4865;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4301;0.64;N16554;-0.03;0.03;N16554;0;0.15;21.3;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;N2688;-0.07;0;N16324;0;0.2;55;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N16213 TBA;;;1270;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N17105;0;0.2;44;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.052;0;N2688;0;1.5;1000;Slit;SKP/TL;N;0;PALMER-BLECHE GMBH & CO. KG;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;18;0;0;0;0;0;-18;17.28;0.72;;;;;;Dejan;Livio
304 / 304L;1.4301;0.7;;-0.07;0;N6669;0;0.2;17.9;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N6670;0;0.2;39.9;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N8004;0;0.2;30.5;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;446;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N8240;;;58.9;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;18234;8174;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N8121;0;0.2;24.2;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;354;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.07;0;N8893;0;0.2;43.1;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
;1.4301;0.7;;;;;;;;;;;0;;;;;0;0;0;19034;8174;0;0;0;0;0;0;0;;;;;0;;;;;18;0;0;0;0;0;0;18;0;0;0;0;0;0;17.28;0.72;;;;;;;
304 / 304L;1.4307;0.7;N16131;-0.05;0;N16131;0;0.2;30.5;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;-18;;;0;0;18;0;0;0;0;0;-18;19.41;-1.41;;;;X;;Sophie;Judith
304 / 304L;1.4307;0.7;;-0.07;0;N16300;0;0.2;37.2;Slit;SKP/TL;N;0;Elit Inox d.o.o. Cacak;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;x;;;;EU;Dejan;Judith
304 / 304L;1.4307;0.7;;-0.07;0;N16301;0;0.2;68.2;Slit;SKP/TL;N;0;Elit Inox d.o.o. Cacak;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;EU;Dejan;Judith
;1.4307;0.7;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;18;18;-18;0;0;0;0;18;0;0;0;0;0;0;19.41;-1.41;;;;;;;
304 / 304L;1.4301;0.7;N11869;-0.03;0.03;N11869;0;0.25;90;Slit;SKP/TL;N;0;Karl Schnug Kraftwagenspedition;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;;;;;;Patrick;Adrian
304 / 304L;1.4301;0.7;N15401;-0.04;0.04;N15401;-0.3;0.3;502;Slit;TL;Y;Danfoss A/S;Danfoss A/S;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.7;N16522                        (-0.04/ +0.02);-0.05;0.02;N12911;-0.08;0.08;55.5;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.02;N12914;-0.08;0.08;42.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.02;N12915;-0.08;0.08;38.8;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.02;N13719;-0.08;0.08;67.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.02;N13720;-0.08;0.08;28.4;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.02;N13721;-0.08;0.08;30;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.02;N16357;-0.08;0.08;38.8;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.05;N16423;-20;2;1250;Slit;SKP/TL;N;0;Tacke + Lindemann GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.7;;-0.05;0.05;N16455;0;0.7;1000;Slit;SKP/TL;N;0;Tacke + Lindemann GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.7;;-0.04;0.03;N16522;0;0.2;24.2;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
304 / 304L;1.4301;0.7;;-0.05;0.02;N16772;-0.08;0.08;67.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.7;;-0.05;0.05;N16851;0;0.7;412;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
;1.4301;0.7;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4307;0.7;N16132;-0.05;0.02;N10570;-0.08;0.08;69;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.7;;-0.05;0.02;N11351 TBA;;;1270;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;15000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.7;;-0.05;0.02;N10596;-0.08;0.08;36.4;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.7;;-0.05;0.02;N11177;-0.08;0.08;36.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.7;;-0.05;0.02;N11282;-0.08;0.08;68.2;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.7;;-0.05;0.02;N12668;-0.08;0.08;49.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
